2021-08-06 08:20:01,263 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-08-06 08:20:01,309 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-08-06 08:20:01,309 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-08-06 08:20:01,309 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 201 - Setting up command manager
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 204 - Adding command manager
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-08-06 08:20:01,325 INFO  SwAddin.cs: 210 - Adding event handlers
2021-08-06 08:20:01,466 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-08-06 08:28:15,957 INFO  SwAddin.cs: 294 - Assembly export called for file car_sample.SLDASM
2021-08-06 08:28:15,958 INFO  SwAddin.cs: 299 - Save is required
2021-08-06 08:28:15,958 INFO  SwAddin.cs: 313 - Saving assembly
2021-08-06 08:28:16,209 INFO  SwAddin.cs: 316 - Opening property manager
2021-08-06 08:28:16,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from car_sample.SLDASM
2021-08-06 08:28:16,253 INFO  ExportHelperExtension.cs: 1136 - Found 93 in car_sample.SLDASM
2021-08-06 08:28:16,254 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in car_sample.SLDASM
2021-08-06 08:28:16,254 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-08-06 08:28:16,255 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2021-08-06 08:28:16,256 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2021-08-06 08:28:16,256 INFO  ExportHelperExtension.cs: 1136 - Found 28 in wheel-1
2021-08-06 08:28:16,256 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2021-08-06 08:28:16,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-2
2021-08-06 08:28:16,257 INFO  ExportHelperExtension.cs: 1136 - Found 28 in wheel-2
2021-08-06 08:28:16,257 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2021-08-06 08:28:16,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bot_plate-1
2021-08-06 08:28:16,258 INFO  ExportHelperExtension.cs: 1136 - Found 25 in bot_plate-1
2021-08-06 08:28:16,258 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bot_plate-1
2021-08-06 08:28:16,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor_sample-1
2021-08-06 08:28:16,259 INFO  ExportHelperExtension.cs: 1136 - Found 27 in motor_sample-1
